lat,lon,temp,precip,name
-90.0,0.0,-95.8,0.00,Amundsen-Scott
-80.017,-119.533,-15.5,0.00,Byrd Station
-77.883,166.733,13.3,0.00,Mcmurdo Sound Naf
-77.733,-41.117,-16.0,0.00,Ellsworth Igy
-72.3,170.217,3.0,0.00,Adare Hallett
-66.267,110.567,15.7,0.00,Wilkes
-52.55,169.15,45.0,0.00,Campbell Island
-46.412,168.313,50.0,0.00,Invercargill
-46.167,166.633,49.7,0.00,Puysegur Pt (Lgt-H)
-45.767,170.733,54.0,0.00,Taiaroa Head
-43.81,-176.457,55.8,0.00,Chatham Islands
-43.489,172.532,61.0,0.00,Christchurch Intl
-42.883,147.333,51.0,0.00,Hobart (Ellerslie Road)
-42.836,147.51,49.3,0.00,Hobart
-42.717,170.983,59.2,0.00,Hokitika Aerodrome
-41.75,171.6,56.5,0.00,Westport Harbour
-41.545,147.214,46.9,0.00,Launceston
-41.327,174.805,60.6,0.00,Wellington Intl
-41.283,174.767,58.5,0.00,Wellington
-40.55,173.0,60.0,0.00,Farewell Spit
-39.017,174.183,58.7,0.00,New Plymouth Aerodr
-38.099,147.149,54.3,0.00,East Sale
-37.867,144.75,55.8,0.00,Laverton Raaf
-37.817,144.967,56.7,0.00,Melbourne Regional Office
-37.733,144.9,55.0,0.00,Essendon Airport
-37.728,144.902,54.9,0.00,Melbourne Essendon
-36.788,174.63,54.4,0.00,Whenuapai
-36.317,141.633,54.0,0.00,Nhill Aerodrome
-35.307,149.195,54.2,0.00,Canberra
-35.165,147.466,56.5,0.00,Wagga Wagga
-35.067,173.283,60.7,0.00,Kaitaia Aerodrome
-35.02,117.88,65.7,0.00,Albanytown
-34.95,138.533,58.6,0.00,Adelaide
-34.949,150.537,59.2,0.00,Nowra
-34.93,138.58,61.0,0.00,Adelaide (West Terrace)
-33.95,151.2,61.9,0.00,Sydney Intl Airport
-33.946,151.177,61.7,0.00,Sydney Intl
-33.85,151.2,61.4,0.00,Sydney (Observatory Hill)
-32.795,151.834,61.5,0.00,Williamtown
-32.133,133.7,59.4,0.00,Ceduna Amo
-32.0,141.47,55.9,0.00,Brokenhillaero
-31.97,141.45,56.0,0.00,Brokenhillp.O. (Rly Station
-31.94,115.967,68.1,0.00,Perth Intl
-31.933,115.967,68.2,0.00,Perth Intl/Belmont
-31.917,115.867,69.4,0.00,Perth Metro
-31.5,19.726,71.8,0.00,Calvinia
-31.391,-54.112,53.9,0.00,Comandante Gustavo Kraemer
-31.144,136.817,61.2,0.00,Woomera
-31.08,150.85,58.4,0.00,Tamworthamo/Mo.From1966
-30.833,128.1,62.7,0.00,Forrest Airport
-30.789,121.462,63.2,0.00,Kalgoorlie Boulder
-30.321,153.116,65.5,0.00,Coffs Harbour
-29.25,-177.933,67.0,0.00,Raoul Island Kermadec Islands
-28.796,114.708,75.2,0.00,Geraldton
-28.705,121.891,56.8,0.00,Murrin Murrin
-27.55,135.45,70.6,0.00,Oodnadatta Airport
-27.483,153.033,68.5,0.00,Brisbane
-27.45,-59.056,58.6,0.00,Resistencia
-27.417,153.067,68.2,0.00,Brisbane Airport
-27.386,-55.971,56.8,0.00,Posadas
-27.383,153.117,68.1,0.00,Brisbane Intl Arpt
-26.833,-65.2,60.8,0.00,Tucuman/Teniente Be
-26.757,-60.493,58.2,0.00,Presidencia Roque Saenz Pena / Termal
-26.614,118.537,71.6,0.00,Meekatharra Airport
-26.413,146.263,59.8,0.00,Charleville
-25.528,-49.176,59.1,0.00,Afonso Pena
-25.033,128.3,71.7,0.00,Giles Meteorological Office
-24.9,152.317,68.7,0.00,Bundaberg Aero
-24.9,152.32,69.0,0.00,Bundabergaero
-24.888,113.67,76.8,0.00,Carnarvon Airport
-24.856,-65.486,57.6,0.02,Salta
-24.721,-60.549,60.2,0.00,Alferez Armando Rodriguez
-23.85,151.267,70.0,0.00,Gladstone Radar
-23.8,133.917,65.2,0.00,Alice Springs Arpt
-23.382,150.475,66.9,0.00,Rockhampton
-23.007,-47.135,71.1,0.00,Viracopos
-21.67,115.12,84.7,0.00,Onslowamo
-21.117,149.217,70.4,0.00,Mackay Mo
-20.667,140.5,74.8,0.00,Cloncurry Airport
-20.469,-54.673,72.5,0.00,Campo Grande
-20.378,118.626,83.5,0.00,Port Hedland Intl
-19.851,-43.951,71.9,0.00,Pampulha Carlos Drummond De Andrade
-19.28,121.5,89.4,0.00,Talgarnoamo/Mo1959-1961
-19.25,146.767,76.4,0.00,Townsville(Civ/Mil)
-17.945,122.232,85.8,0.00,Broome Intl
-17.755,177.443,80.0,0.02,Nadi Intl
-17.652,-39.253,75.4,0.00,Caravelas
-17.583,-69.45,41.7,0.00,Charana
-16.883,145.767,77.5,0.00,Cairns Airport
-16.513,-68.192,48.0,0.08,El Alto Intl
-16.27,133.38,80.4,0.00,Dalywatersamo
-15.863,-47.913,72.4,0.00,Presidente Juscelino Kubitschek
-15.833,20.35,74.8,0.00,Mavinga
-15.383,-75.167,68.3,0.00,San Juan De Marcona
-15.2,12.15,80.6,0.00,Mocamedes
-14.925,13.575,66.4,0.00,Lubango
-14.65,17.683,72.5,0.00,Menongue (Serpa Pinto)
-12.809,15.761,67.3,0.00,Huambo
-12.415,130.877,83.8,0.00,Darwin Intl
-12.367,13.533,82.0,0.00,Lobito
-11.9,-76.967,67.5,0.00,Linatakbc
-10.951,142.459,69.0,0.00,Bamaga Injinoo
-10.7,13.75,80.2,0.00,Porto Amboim
-10.683,35.583,69.8,0.00,Songea
-10.567,142.217,79.5,0.00,Thursday Island
-10.339,40.182,79.8,0.00,Mtwara
-9.689,20.432,78.3,0.08,Saurimo
-9.525,16.312,74.0,0.12,Malanje
-9.334,-54.965,75.1,0.00,Cachimbo / Campo De Provas Brigadeiro Veloso
-8.933,33.467,64.4,0.00,Mbeya
-8.858,13.231,74.8,0.00,Luanda 4 De Fevereiro
-8.217,114.383,80.2,0.00,Banyuwangi
-7.97,-14.394,79.9,0.00,Ascension Aux Af
-7.733,109.017,81.0,0.16,Cilacap
-7.669,35.752,70.2,0.00,Iringa
-7.616,111.434,79.4,0.00,Iswahyudi
-7.217,112.717,77.6,0.00,Surabaya/Perak
-6.901,107.576,74.7,0.00,Husein Sastranegara
-6.878,39.203,78.7,0.00,Mwalimu Julius K Nyerere Intl
-6.222,39.225,82.8,0.00,Zanzibar / Abeid Amani Karume Intl
-6.17,35.753,73.4,0.00,Dodoma
-6.15,106.85,80.8,0.00,Jakarta/Kemayoran
-5.683,132.75,83.8,0.00,Tual/Dumatubun
-5.597,12.188,82.0,0.08,Cabinda
-5.092,39.071,83.0,0.00,Tanga
-5.083,32.833,75.6,0.00,Tabora Airport
-4.883,29.633,77.0,0.00,Kigoma
-4.883,38.283,81.8,0.00,Mombo
-4.674,55.522,84.8,0.00,Seychelles Intl
-4.45,105.183,85.0,0.00,Menggala/Astra Kset
-4.083,37.717,78.0,0.00,Same
-4.082,122.417,83.0,0.00,Wolter Monginsidi
