lat,lon,temp,precip,name
-90.0,0.0,-57.4,0.00,Amundsen-Scott
-80.017,-119.533,-36.5,0.00,Byrd Station
-77.883,166.733,23.0,0.00,Mcmurdo Sound Naf
-43.489,172.532,68.1,0.00,Christchurch Intl
-42.883,147.333,42.5,0.00,Hobart (Ellerslie Road)
-42.836,147.51,41.0,0.00,Hobart
-41.545,147.214,41.3,0.00,Launceston
-41.327,174.805,62.9,0.00,Wellington Intl
-40.1,148.0,53.0,0.00,Flinders Island Airport
-38.099,147.149,49.6,0.00,East Sale
-37.867,144.75,55.5,0.00,Laverton Raaf
-37.817,144.967,53.0,0.00,Melbourne Regional Office
-37.733,140.783,49.3,0.00,Mount Gambier Aero
-37.733,144.9,51.1,0.00,Essendon Airport
-37.728,144.902,51.1,0.00,Melbourne Essendon
-37.008,174.792,61.1,0.00,Auckland Intl
-36.582,-72.031,51.3,0.00,General Bernardo O Higgins
-36.317,141.633,52.5,0.00,Nhill Aerodrome
-35.307,149.195,56.0,0.00,Canberra
-35.165,147.466,57.6,0.00,Wagga Wagga
-34.95,138.533,58.9,0.00,Adelaide
-34.949,150.537,63.4,0.00,Nowra
-34.941,117.802,69.7,0.00,Albany Airport
-34.93,138.58,59.4,0.00,Adelaide (West Terrace)
-33.95,151.2,67.1,0.00,Sydney Intl Airport
-33.946,151.177,67.1,0.00,Sydney Intl
-33.85,151.2,68.2,0.00,Sydney (Observatory Hill)
-33.601,150.781,69.8,0.00,Richmond
-32.795,151.834,70.7,0.00,Williamtown
-32.133,133.7,61.7,0.00,Ceduna Amo
-31.97,141.45,64.3,0.00,Brokenhillp.O. (Rly Station
-31.94,115.967,71.8,0.00,Perth Intl
-31.933,115.967,71.8,0.00,Perth Intl/Belmont
-31.917,115.867,72.2,0.00,Perth Metro
-31.483,145.833,66.4,0.00,Cobar Mo
-31.391,-54.112,52.1,0.00,Comandante Gustavo Kraemer
-31.144,136.817,68.1,0.00,Woomera
-31.08,150.85,66.7,0.00,Tamworthamo/Mo.From1966
-30.833,128.1,67.9,0.00,Forrest Airport
-30.789,121.462,78.6,0.00,Kalgoorlie Boulder
-30.47,138.42,76.2,0.00,Leigh Creek Aero
-30.321,153.116,70.4,0.00,Coffs Harbour
-30.15,131.58,67.9,0.00,Maralinga
-29.467,149.85,69.3,0.00,Moree
-28.796,114.708,74.0,0.00,Geraldton
-28.705,121.891,59.8,0.00,Murrin Murrin
-27.55,135.45,76.6,0.00,Oodnadatta Airport
-27.483,153.033,69.8,0.00,Brisbane
-27.417,153.067,69.8,0.00,Brisbane Airport
-27.383,153.117,69.8,0.00,Brisbane Intl Arpt
-26.614,118.537,82.4,0.00,Meekatharra Airport
-26.413,146.263,69.2,0.00,Charleville
-25.528,-49.176,57.6,0.00,Afonso Pena
