lat,lon,temp,precip,name
-90.0,0.0,-68.4,0.00,Amundsen-Scott
-84.6,-115.817,-21.2,0.00,Theresa
-82.767,-13.05,-54.2,0.00,Baldrick Aws
-80.37,77.37,-84.8,0.00,Dome Plateau Dome A
-78.45,106.867,-93.6,0.00,Vostok
-77.883,166.733,-5.0,0.00,Nsfa Mcmurdo Sound
-77.867,-34.617,7.0,0.87,Base Belgrano Ii
-77.433,163.75,-5.5,0.00,Marble Point
-76.717,162.967,-6.0,0.00,Cape Ross
-76.42,77.02,-41.0,0.00,Dome Plateau Eagle
-75.867,-59.15,-28.8,0.00,Univ. Wi Id 8925 (Limbert Aws)
-75.61,-26.272,-10.2,0.00,Halley
-75.117,123.367,-90.5,0.00,Dome C Ii
-75.1,123.4,-89.9,0.00,Concordia
-74.8,-71.483,-5.8,0.00,Univ. Wi Id 8917 (Ski-Blu)
-74.767,-136.8,4.4,0.00,Russkaja
-74.7,164.1,-5.2,0.00,Base Baia Terra Nova
-73.633,160.65,-52.9,0.00,Priestley Glacier
-73.517,169.75,-10.2,0.00,Cape Phillips
-72.2,-60.167,-11.3,0.00,Univ. Wi Id 8902 (Butler Island)
-71.883,171.2,1.1,0.00,Possession Is
-71.7,-2.8,-5.4,0.00,S.A.N.A.E. Aws
-71.317,-68.283,16.4,0.00,Fossil Bluff
-71.15,-6.683,-8.3,0.00,Halvfarryggen (Ep11)
-70.9,69.867,-15.6,0.00,G3
-70.767,11.833,2.5,0.00,Novolazarevskaja
-70.667,-8.25,-10.3,0.00,Neumayer
-69.75,73.7,-14.3,0.00,Druzhnaja-4
-69.5,159.383,-7.2,0.00,Leningradskaya
-69.383,76.383,0.2,0.08,Progress
-69.367,76.367,-0.9,0.00,Zhongshan
-69.0,39.583,5.7,0.00,Syowa
-68.583,77.967,0.5,0.12,Davis
-68.117,-67.133,25.2,0.08,Base San Martin
-67.667,45.85,-3.7,0.00,Molodeznaja
-67.6,62.867,-8.7,0.00,Mawson
-67.567,-68.117,25.9,0.00,Rothera
-67.017,-61.467,-0.1,0.00,Univ. Wi Id 8926 (Larsen Ice Shelf)
-66.667,140.017,-2.1,0.00,Dumont D'Urville
-66.55,93.017,13.9,0.59,Mirnyj
-66.283,110.533,14.4,0.00,Casey
-66.267,100.75,14.8,0.00,Oazic Bangera
-66.25,100.6,16.4,0.00,Edgeworth David
-65.25,-64.267,29.2,0.00,Vernadsky
-64.766,-64.083,31.1,0.02,Palmer Station
-64.233,-56.717,11.9,0.00,Base Marambio (Centro Met. Antartico)
-63.4,-56.983,23.4,0.00,Base Esperanza
-63.317,-56.683,30.4,0.00,Base Bernardo O'Higgins
-62.5,-59.683,29.0,0.01,Base Arturo Prat
-62.233,-58.633,30.0,0.01,Base Carlini
-62.183,-58.983,28.8,0.00,Centro Met. Antartico Pdte. Eduardo Frei
-62.183,-58.883,31.2,0.04,Bellingshausen Aws
-60.733,-44.733,32.5,0.35,Base Orcadas
-54.933,-67.617,36.8,0.00,Puerto Williams
-54.843,-68.296,38.5,0.00,Ushuaia Malvinas Argentinas
-54.499,158.937,39.5,0.17,Macquarie Island
-54.283,-36.5,37.1,0.00,Grytviken
-54.0,-38.05,39.4,0.00,Bird Island
-53.778,-67.749,38.3,0.00,Rio Grande
-53.003,-70.855,41.9,0.20,Carlos Ibanez Del Campo Intl
-52.55,169.15,40.5,0.29,Cambell Island Aws
-52.433,-59.083,41.4,0.00,Sea Lion Island
-52.15,-60.6,39.3,0.00,Mount Alice
-51.9,-60.917,42.6,0.00,Weddell Island
-51.823,-58.447,44.7,0.23,Mount Pleasant
-51.686,-57.778,47.6,0.00,Stanley
-51.667,-58.1,39.6,0.00,Mount Kent
-51.609,-69.313,41.4,0.61,Rio Gallegos
-51.317,-59.6,43.9,0.00,Pebble Island
-50.483,166.3,46.5,0.18,Enderby Island Aws
-50.267,-72.05,37.4,0.12,El Calafate Aero
-49.35,70.25,46.2,0.04,Port-Aux-Francais (Iles Kerguelen)
-49.307,-67.803,43.7,0.02,San Julian
-47.735,-65.904,46.5,0.24,Puerto Deseado
-47.267,167.45,49.8,0.06,South West Cape Aws
-46.875,37.86,44.5,0.02,Marion Island
-46.517,-71.017,46.1,0.00,Perito Moreno Arpt
-46.45,169.817,49.5,0.04,Nugget Point Aws
-46.417,168.333,51.8,0.08,Invercargill Airport Aws
-46.15,166.6,52.6,0.20,Puysegur Point Aws
-45.917,170.183,52.4,0.02,Dunedin Aerodrome Aws
-45.916,-71.689,36.2,0.28,Balmaceda
-45.785,-67.466,51.0,0.00,Comodoro Rivadavia
-45.594,-72.106,37.8,0.43,Teniente Vidal
-45.217,166.883,51.8,0.00,Secretary Island Aws
-45.017,168.733,48.5,0.00,Queenstown Aerodrome
-44.967,171.083,51.7,0.03,Oamaru Airport Aws
-44.667,167.917,48.1,0.00,Milford Soundn Aws
-44.517,169.9,49.2,0.00,Tara Hills
-44.3,171.233,53.6,0.17,Timaru Aerodrome Aws
-43.867,169.0,52.3,0.01,Haast Aws
-43.817,-176.483,53.5,0.04,Chatham Island Aerodrome Aws
-43.817,-68.883,52.6,0.00,Paso De Indios
-43.767,170.133,48.5,0.00,Mt Cook Aerodrome Aws
-43.733,173.117,52.6,0.00,Le Bon Bay Aws
-43.65,146.267,52.2,0.03,Maatsuyker Island Lighthouse
-43.489,172.532,53.1,0.00,Christchurch Intl
-43.483,147.15,54.8,0.00,Cape Bruny (Cape Bruny)
-43.483,172.517,53.3,0.09,Christchurch Aero Aws
-43.233,148.0,54.2,0.00,Tasman Island
-43.211,-65.27,52.1,0.01,Almirante Zar
-43.2,-71.817,38.0,1.74,Futaleufu
-43.2,146.767,48.7,0.00,Hartz Mountains
-43.067,147.35,55.0,0.00,Dennes Point
-43.05,146.267,50.3,0.00,Scotts Peak Dam
-42.983,145.5,54.3,0.00,Low Rocky Point (Aws)
-42.983,147.067,49.7,0.00,Grove (Research Station)
-42.908,-71.139,39.7,0.55,Esquel
-42.9,147.233,47.2,0.00,Mt Wellington
-42.9,147.783,54.3,0.00,Dunalley (Stroud Point)
-42.883,147.333,53.9,0.00,Hobart (Ellerslie Road)
-42.836,147.51,53.6,0.00,Hobart
-42.733,-65.067,52.4,0.00,P.Madryn Aero
-42.717,146.9,51.2,0.00,Bushy Park (Bushy Park Estates)
-42.717,170.983,54.2,0.14,Hokitika Aerodrome
-42.683,147.417,51.7,0.00,Campania (Kinkora)
-42.667,148.017,56.4,0.01,Maria Island (Point Lesueur)
-42.483,146.717,50.5,0.00,Ouse Fire Station
-42.45,147.467,48.0,0.00,Tunnak Fire Station
-42.417,173.7,55.9,0.12,Kaikoura
-42.283,146.283,49.0,0.01,Butlers Gorge
-42.199,145.17,65.0,0.00,Cape Sorell
-42.15,145.283,51.9,0.00,Strahan Aerodrome
-42.0,148.283,56.9,0.00,Friendly Beaches
-41.943,-71.532,46.6,0.83,El Bolson
-41.9,146.667,46.4,0.00,Liawenee Aws
-41.85,145.533,45.9,0.00,Mount Read
-41.733,147.083,53.0,0.00,Cressy Research Station
-41.733,171.567,56.2,0.51,Westport Aerodrome
-41.717,174.267,56.9,0.04,Cape Campbell Aws
-41.583,175.233,58.5,0.00,Ngawi
-41.55,147.217,53.8,0.00,Launceston Airport
-41.545,147.214,53.8,0.00,Launceston
