lat,lon,temp,precip,name
-90.0,0.0,-62.8,0.00,Univ. Wi Id 8987 (Clean Air)
-82.517,-174.45,-52.1,0.00,Lettau
-80.033,-178.633,-51.0,0.00,Gill
-80.0,-119.4,-25.2,0.00,Byrd Station
-79.95,165.117,-25.7,0.00,Marilyn
-79.9,169.983,-40.6,0.00,Schwerdtfeger
-78.45,106.867,-74.6,0.00,Vostok
-77.95,166.5,-33.8,0.00,Pegasus North
-77.9,170.817,-44.2,0.00,Ferrell
-77.867,-34.617,18.4,0.00,Base Belgrano Ii
-77.517,-23.733,0.8,0.00,Navy Operated(Amos)
-77.433,163.75,-13.7,0.00,Marble Point
-75.61,-26.272,-0.3,0.00,Halley
-75.117,123.367,-75.3,0.00,Dome C Ii
-75.017,-62.533,-13.5,0.00,Navy Operated(Amos)
-74.95,163.683,-17.4,0.00,Manuela
-74.7,161.567,-39.3,0.00,Shristi
-74.483,160.483,-46.3,0.00,Sandra
-74.233,160.283,-32.5,0.00,Lynn
-72.2,-60.167,-7.3,0.00,Univ. Wi Id 8902 (Butler Island)
-71.433,-68.933,10.0,0.00,Univ. Wi Id 8920 (Uranus)
-70.767,11.75,10.4,0.00,Maitri
-70.767,11.833,9.0,0.00,Novolazarevskaja
-70.667,-8.25,-6.0,0.00,Neumayer
-70.3,-2.35,-8.3,0.00,Sanae Saf-Base
-69.367,76.367,20.0,0.00,Zhongshan
-69.0,39.583,16.3,0.00,Syowa
-68.583,77.967,19.3,0.00,Davis
-68.117,-67.133,23.7,0.00,Base San Martin
-67.667,45.85,18.1,0.00,Molodeznaja
-67.6,62.867,15.5,0.00,Mawson
-67.4,138.733,-23.2,0.00,D-47
-67.367,-179.967,-15.1,0.00,Univ. Wi Id 8983 (Scott Island)
-67.017,-61.467,-0.7,0.00,Univ. Wi Id 8926 (Larsen Ice Shelf)
-66.817,141.383,6.3,0.00,Port Martin
-66.717,139.833,4.7,0.00,D-10
-66.667,140.017,5.7,0.00,Dumont D'Urville
-66.55,93.017,18.0,0.00,Mirnyj
-66.283,110.533,15.9,0.00,Casey
-64.233,-56.717,16.3,0.00,Base Marambio (Centro Met. Antartico)
-63.4,-56.983,26.1,0.00,Base Esperanza
-63.317,-56.683,29.1,0.16,Base Bernardo O'Higgins
-62.5,-59.683,30.4,0.00,Base Arturo Prat
-62.233,-58.633,29.8,0.00,Base Carlini
-62.183,-58.983,30.0,0.00,Centro Met. Antartico Pdte. Eduardo Frei
-62.183,-58.883,30.1,0.02,Bellingshausen Aws
-62.183,-58.85,30.5,0.00,Dinamet-Uruguay
-60.733,-44.733,33.3,0.00,Base Orcadas
-54.499,158.937,38.9,0.01,Macquarie Island
-54.283,-36.5,37.8,0.00,Grytviken
-53.778,-67.749,41.0,0.00,Rio Grande
-53.003,-70.855,40.4,0.00,Carlos Ibanez Del Campo Intl
-52.55,169.167,44.6,0.03,Cambell Island Aws
-52.433,-59.083,38.0,0.00,Sea Lion Island
-51.9,-60.917,38.8,0.00,Weddell Island
-51.823,-58.447,38.8,0.08,Mount Pleasant
-51.609,-69.313,40.0,0.00,Rio Gallegos
-50.483,166.3,46.8,0.00,Enderby Island Aws
-50.333,-72.3,41.0,0.00,Lago Argentino Arpt
-49.35,70.25,42.6,0.00,Port-Aux-Francais (Iles Kerguelen)
-49.307,-67.803,37.9,0.00,San Julian
-47.735,-65.904,41.5,0.00,Puerto Deseado
-46.875,37.86,48.0,0.00,Marion Island
-46.517,-71.017,41.0,0.00,Perito Moreno Arpt
-46.433,51.85,40.2,0.31,Alfred Faure (Iles Crozet)
-46.412,168.313,48.6,0.00,Invercargill
-46.15,166.6,49.7,0.08,Puysegur Point Aws
-45.916,-71.689,38.7,0.00,Balmaceda
