lat,lon,temp,precip,name
-90.0,0.0,-72.0,0.00,Amundsen-Scott
-89.983,0.0,-69.7,0.00,South Pole Station
-89.0,-1.017,-62.9,0.00,Henry
-89.0,89.667,-71.0,0.00,Nico
-84.6,-115.817,-10.4,0.00,Theresa
-83.133,174.167,-4.0,0.00,Elaine
-82.617,-137.083,-25.3,0.00,Elizabeth
-81.65,-148.783,-5.5,0.00,Siple Dome
-80.37,77.37,-61.1,0.00,Dome Plateau Dome A
-80.0,-119.4,-19.5,0.00,Byrd Station
-79.983,-178.6,-9.8,0.00,Gill
-79.95,165.117,-2.6,0.00,Marilyn
-79.9,169.983,-7.4,0.00,Schwerdtfeger
-78.55,166.65,-11.0,0.00,Minna Bluff
-78.467,168.383,-0.2,0.00,Linda
-78.45,106.867,-74.7,0.00,Vostok
-77.95,166.5,7.8,0.00,Pegasus North
-77.9,170.817,0.6,0.00,Ferrell
-77.867,-34.617,-4.6,0.00,Base Belgrano Ii
-77.85,166.667,5.9,0.01,Mcmurdo
-77.433,163.75,8.6,0.00,Marble Point
-76.717,162.967,9.0,0.00,Cape Ross
-76.42,77.02,-45.0,0.00,Dome Plateau Eagle
-76.05,65.017,-32.5,0.00,Davis Lgb 35 Aws
-75.867,-59.15,-43.9,0.00,Univ. Wi Id 8925 (Limbert Aws)
-75.61,-26.272,-28.8,0.00,Halley
-75.58,-26.17,-32.2,0.00,Brunt Aws
-75.1,123.4,-84.8,0.00,Concordia
-74.95,163.683,-1.3,0.00,Manuela
-74.8,-71.483,-22.7,0.00,Univ. Wi Id 8917 (Ski-Blu)
-74.7,164.1,9.3,0.00,Base Baia Terra Nova
-73.633,160.65,-42.0,0.00,Priestley Glacier
-73.517,169.75,4.1,0.00,Cape Phillips
-73.2,-127.05,16.5,0.00,Mount Siple
-73.05,-13.383,-6.0,0.00,Nordenskiold Base
-72.2,-60.167,-22.4,0.00,Univ. Wi Id 8902 (Butler Island)
-71.883,171.2,14.5,0.00,Possession Is
-71.7,-2.8,-9.3,0.00,S.A.N.A.E. Aws
-71.317,-68.283,2.2,0.00,Fossil Bluff
-70.9,69.867,-1.6,0.00,G3
-70.767,11.75,8.1,0.00,Maitri
-70.767,11.833,8.9,0.00,Novolazarevskaja
-70.667,-8.25,-17.2,0.00,Neumayer
-69.383,76.383,22.6,0.00,Progress
-69.117,85.983,-22.6,0.00,Mount Brown
-69.0,39.583,8.2,0.00,Syowa
-68.583,77.967,21.3,0.00,Davis
-68.5,102.183,-23.4,0.00,Casey (Traverse Gf08)
-68.117,-67.133,17.4,0.00,Base San Martin
-67.6,62.867,21.8,0.00,Mawson
-67.567,-68.117,18.5,0.00,Rothera
-67.4,138.733,-15.3,0.00,D-47
