lat,lon,temp,precip,name
-60.483,-133.45,34.8,0.00,Brooks Brook/Stp6
-42.883,147.333,49.9,0.00,Hobart (Ellerslie Road)
-41.545,147.214,45.9,0.00,Launceston
-38.099,147.149,50.4,0.00,East Sale
-37.733,140.783,52.1,0.00,Mount Gambier Aero
-37.733,144.9,47.2,0.00,Essendon Airport
-37.58,147.37,51.8,0.00,Tabberabbera (The Pines)
-35.78,145.57,50.0,0.00,Tocumwalamo
-35.53,144.97,50.0,0.00,Deniliquinamo
-35.307,149.195,48.8,0.00,Canberra
-35.165,147.466,50.8,0.00,Wagga Wagga
-35.13,147.32,54.8,0.00,Waggawagga Soil Conservation Service
-34.793,138.633,60.5,0.00,Adelaide Parafield
-34.42,138.5,58.0,0.00,Mallalaamo
-34.04,150.687,52.5,0.00,Camden
-33.95,151.2,57.5,0.00,Sydney Intl Airport
-33.946,151.177,56.0,0.00,Sydney Intl
-33.601,150.781,58.8,0.00,Richmond
-33.05,151.6,61.7,0.00,Rathminesamo
-32.795,151.834,61.4,0.00,Williamtown
-32.133,133.7,59.2,0.00,Ceduna Amo
-31.917,115.867,64.7,0.00,Perth Metro
-31.668,116.015,64.3,0.00,Pearce
-30.833,128.1,61.6,0.00,Forrest Airport
-30.789,121.462,64.9,0.00,Kalgoorlie Boulder
-30.321,153.116,58.3,0.00,Coffs Harbour
-28.796,114.708,66.1,0.00,Geraldton
-27.57,153.0,59.9,0.00,Archer Field Airport
-27.57,153.008,58.4,0.00,Brisbane Archerfield
-27.55,135.45,70.8,0.00,Oodnadatta Airport
-27.25,151.417,52.5,0.00,Dalby Southeast
-26.6,118.48,79.6,0.00,Meekatharra Post Office
-26.413,146.263,60.2,0.00,Charleville
-24.9,152.32,62.2,0.00,Bundabergaero
-23.8,133.917,65.7,0.00,Alice Springs Arpt
-23.382,150.475,61.8,0.00,Rockhampton
-22.015,166.213,70.8,0.00,Noumea La Tontouta
-21.67,115.12,85.6,0.00,Onslowamo
-21.267,164.917,70.6,0.00,Tarbeville Southeast
-21.117,149.217,66.2,0.00,Mackay Mo
-20.667,140.5,74.2,0.00,Cloncurry Airport
-20.378,118.626,81.1,0.00,Port Hedland Intl
-20.033,146.267,72.2,0.00,Charters Towers Airport
-19.25,146.767,74.1,0.00,Townsville(Civ/Mil)
-19.249,146.749,74.8,0.00,Townsville Australia/Garbutt
-18.831,-159.764,78.3,0.00,Aitutaki
-18.233,127.667,79.8,0.00,Halls Creek Airport
-17.945,122.232,82.0,0.00,Broome Intl
-17.755,177.443,78.7,0.00,Nadi Intl
-17.683,168.3,76.5,0.00,Mele East
-17.47,140.83,77.3,0.00,Karumba Flying Base
-17.05,145.4,70.2,0.00,Mareeba As/Hoevett Field
-16.886,145.755,77.0,0.00,Cairns Intl
-16.883,145.767,77.5,0.00,Cairns Airport
-16.27,133.38,73.6,0.00,Dalywatersamo
-15.933,-5.667,66.6,0.00,St. Helena Is.
-15.5,167.25,78.2,0.00,Espiritu Santo
-15.47,145.25,78.8,0.00,Cooktownamo
-15.433,145.183,78.8,0.00,Cooktown Mission
-14.45,132.27,76.0,0.00,Katherineaero
-13.3,131.133,79.0,0.00,Aidelaide River Se
-13.238,-176.199,79.0,0.00,Wallis Hihifo
-12.911,-38.331,76.4,0.00,Deputado Luis Eduardo Magalhaes
-12.7,143.3,78.7,0.00,Iron Range Australia
-10.951,142.459,56.5,0.00,Bamaga Injinoo
-10.583,142.3,80.4,0.00,Horn Island   (Hid)
-10.316,150.333,77.6,0.00,Fall River New Guinea/Gurney
-9.433,147.217,82.2,0.00,Port Moresby W.O.
-9.433,160.183,80.9,0.00,Sopanitogha South
-9.428,160.055,80.5,0.00,Honiara Intl
-9.2,152.95,80.5,0.00,Guasapa Southwest
-9.017,-158.067,83.7,0.00,Penrhyn Island
-8.75,148.25,80.3,0.00,Popondetta
-8.52,140.418,78.4,0.00,Mopah
-8.328,157.263,79.7,0.00,Munda
-8.116,-34.916,79.0,0.00,Recife  Brazil/Ibura Fld
-7.97,-14.394,80.0,0.00,Ascension Aux Af
-7.417,155.583,80.5,0.00,Stirling Island
-6.733,147.0,80.0,0.00,Lae
-6.617,147.85,77.7,0.00,Finschafen
-6.566,146.733,79.0,0.00,Nadzab New Guinea
-6.233,155.117,78.8,0.00,Bougainville Aaf
-6.2,149.55,80.5,0.00,Kandrian-On-Nu-Brit
-6.1,140.3,81.0,0.00,Tanah Merah
-6.067,145.917,77.7,0.00,Ukarumpa
-5.911,-35.248,79.7,0.00,Campo Augusto Severo
-5.667,145.3,79.9,0.00,Fore South
-5.667,176.133,82.1,0.00,Nanumea Island
-4.577,-81.254,77.0,0.00,Capitan Fap Victor Montes Intl
-3.855,-32.423,79.9,0.00,Fernando De Noronha
-3.776,-38.533,79.4,0.00,Pinto Martins Intl
-3.15,142.35,79.9,0.00,Aitape
-2.894,-41.732,85.9,0.00,Parnaiba Prefeito Dr Joao Silva Filho
-2.767,-171.717,82.7,0.00,Canton Island
-2.585,-44.234,79.4,0.00,Marechal Cunha Machado Intl
-2.0,147.35,82.2,0.00,Koruniat South
-1.379,-48.476,80.9,0.00,Val De Cans Julio Cezar Ribeiro Intl
-1.033,-80.467,75.2,0.00,Portoviejo/Reales
-0.454,-90.266,79.2,0.00,Seymour
0.05,-51.067,82.0,0.00,Macapa-Aeroporto
1.382,173.147,82.2,0.00,Bonriki Intl
1.986,-157.35,80.3,0.00,Christmas Island
2.067,-50.85,77.2,0.00,Amapa
3.033,172.783,79.9,0.00,Butaritari Atoll
3.85,-159.367,80.6,0.00,Fanning Island
3.867,-51.817,78.0,0.00,Oyapock
4.417,-7.367,80.3,0.00,Tabou
4.702,-74.147,61.3,0.00,El Dorado Intl
4.82,-52.36,77.1,0.00,Rochambeau / Cayenne Felix Eboue
5.453,-55.188,77.8,0.00,Johan A Pengel Intl
5.605,-0.167,82.1,0.00,Kotoka Intl
6.234,-10.362,79.8,0.00,Monrovia Roberts Intl
6.5,3.383,80.7,0.00,Oshodi
6.75,-11.25,81.1,0.00,Fishermans Lake
6.8,-58.15,78.9,0.00,Georgetown
7.187,100.608,83.0,0.12,Songkhla
7.517,-78.15,80.6,0.00,Jaque
7.733,-80.133,83.8,0.00,Pocri Airfield
8.233,-78.9,82.5,0.00,Rey Island
8.25,-80.567,83.8,0.00,Aguadulce
8.367,-80.117,82.2,0.00,Rio Hato
8.391,-82.435,79.9,0.00,Enrique Malek Intl
8.6,-79.917,85.8,0.00,Chame
8.733,167.733,82.8,0.00,Bucholz Aaf Kwajalein Kmr Atol Ap
8.85,-79.783,82.8,0.00,La Mitra
8.917,-79.6,83.9,0.04,Howard
8.967,-79.55,81.5,0.00,Albrook Afb/Balboa
9.133,-79.233,84.7,0.00,La Joya
9.166,-79.545,83.5,0.00,Calzada Larga
9.517,-82.65,78.1,0.00,Finca Fayorita
9.933,-84.1,73.1,0.00,San Jose/La Sabana
10.595,-61.337,78.7,0.00,Piarco
10.89,-74.781,81.3,0.00,Ernesto Cortissoz
11.85,13.083,92.8,0.00,Maiduguri
12.048,8.525,90.1,0.00,Mallam Aminu Kano Intl
12.133,-86.2,84.4,0.00,Mercedes
12.141,-86.168,84.7,0.00,Managua Intl / Augusto Cesar Sandino Intl
12.189,-68.96,81.1,0.00,Hato
12.833,45.033,82.8,0.00,Aden Khormaksar
12.95,77.633,80.4,0.00,Bangalore/Hindustan Airport
13.075,-59.492,79.4,0.00,Grantley Adams Intl
13.483,22.45,87.9,0.00,Geneina
13.615,25.325,86.8,0.00,El Fashir
13.733,-60.953,80.5,0.00,Hewanorra Intl
13.913,100.607,86.5,0.00,Bangkok Intl / Don Mueang Intl
13.936,-90.836,80.7,0.00,San Jose
14.583,-90.527,69.1,0.00,La Aurora
14.74,-17.49,69.6,0.00,Leopold Sedar Senghor Intl
15.292,38.911,65.4,0.00,Asmara Intl
15.589,32.553,96.7,0.00,Khartoum
17.039,54.091,83.1,0.00,Salalah
17.117,-61.783,79.3,0.00,Coolidge Field   Antigua (Aux.Afb)
17.386,102.788,88.5,0.00,Udon Thani
17.7,-64.813,79.0,0.00,Christiansted/Alex.
17.936,-76.788,78.3,0.00,Norman Manley Intl
18.017,-66.567,75.7,0.00,Ponce/Mercedita
18.433,-69.883,79.2,0.00,Santo Domingo
18.47,-69.969,77.3,0.00,Herrera Intl
18.5,-67.133,75.6,0.00,Aquadilla/Borinquen
18.58,-72.293,81.1,0.12,Toussaint Louverture Intl / Port Au Prince Intl
18.767,98.963,87.5,0.00,Chiang Mai Intl
19.758,-70.57,77.6,0.00,Gregorio Luperon Intl
20.507,-13.043,79.2,0.00,Atar
20.675,58.89,84.9,0.00,Masirah
21.15,-157.1,72.9,0.00,Molokai (Amos)
21.324,-157.929,75.9,0.00,Honolulu International Airport
