lat,lon,temp,precip,name
-90.0,0.0,-70.5,0.00,Amundsen-Scott
-89.0,-1.017,-68.4,0.00,Henry
-83.133,174.167,-6.3,0.00,Elaine
-80.37,77.37,-54.8,0.00,Dome Plateau Dome A
-80.033,-178.633,-22.8,0.00,Gill
-79.9,169.983,-26.3,0.00,Schwerdtfeger
-78.467,168.383,-6.0,0.00,Linda
-77.95,166.5,-3.5,0.00,Pegasus North
-77.9,170.817,-10.6,0.00,Ferrell
-77.867,-34.617,-12.7,0.00,Base Belgrano Ii
-77.85,166.667,4.5,0.12,Mcmurdo
-77.433,163.75,3.6,0.00,Marble Point
-76.05,65.017,-55.6,0.00,Davis Lgb 35 Aws
-75.61,-26.272,-7.4,0.00,Halley
-75.017,-62.533,-2.5,0.00,Navy Operated(Amos)
-74.95,163.683,-5.6,0.00,Manuela
-73.833,55.667,-61.1,0.00,Mawson (Lgb 20 Aws)
-73.45,76.783,-40.5,0.00,Davis (Lgb 59 Aws)
-73.2,-127.05,25.9,0.00,Mount Siple
-73.05,-13.383,-9.2,0.00,Nordenskiold Base
-72.2,-60.167,-17.1,0.00,Univ. Wi Id 8902 (Butler Island)
-71.883,171.2,5.2,0.00,Possession Is
-71.3,59.217,-57.7,0.00,Mawson (Lgb10 Aws)
-70.767,11.75,6.9,0.00,Maitri
-70.767,11.833,5.8,0.00,Novolazarevskaja
-70.667,-8.25,0.7,0.00,Neumayer
-69.0,39.583,3.2,0.00,Syowa
-68.583,77.967,16.9,0.00,Davis
-68.117,-67.133,26.7,0.00,Base San Martin
-67.667,45.85,-6.1,0.00,Molodeznaja
-67.6,62.867,-0.4,0.00,Mawson
-67.017,-61.467,-8.6,0.00,Univ. Wi Id 8926 (Larsen Ice Shelf)
-66.667,140.017,4.8,0.00,Dumont D'Urville
-66.55,93.017,9.3,0.00,Mirnyj
-66.283,110.533,14.0,0.00,Casey
-64.233,-56.717,10.5,0.04,Base Marambio (Centro Met. Antartico)
-63.4,-56.983,23.7,0.08,Base Esperanza
-63.317,-56.683,27.2,1.18,Base Bernardo O'Higgins
-62.5,-59.683,33.5,0.39,Base Arturo Prat
