lat,lon,temp,precip,name
-90.0,0.0,-66.0,0.00,Amundsen-Scott
-77.967,-38.8,-33.9,0.00,Belgrano 1 Arg-Base
-77.883,166.733,13.2,0.00,Mcmurdo Sound Naf
-64.967,-60.05,-24.8,0.00,Matienzo Arg-Base
-64.883,-62.883,26.3,0.00,Brown Arg-Base
-64.233,-56.717,-0.1,0.00,Base Marambio (Centro Met. Antartico)
-63.467,-56.283,3.5,0.00,Petrel Arg-Base
-63.4,-56.983,7.6,0.00,Base Esperanza
-62.5,-59.683,28.0,0.00,Prat Chi-Base
-60.733,-44.733,10.7,0.08,Base Orcadas
-56.475,-68.73,39.6,0.00,Isla Diego Ramirez
-54.933,-67.633,35.2,0.00,Puerto Williams
-53.003,-70.855,43.8,0.00,Carlos Ibanez Del Campo Intl
-52.55,169.15,39.8,0.00,Campbell Island
-51.609,-69.313,44.5,0.00,Rio Gallegos
-50.017,-68.579,47.9,0.00,Santa Cruz
-49.35,70.25,50.5,0.00,Port-Aux-Francais (Iles Kerguelen)
-49.307,-67.803,47.0,0.00,San Julian
-47.244,-72.588,57.7,0.00,Cochrane
-46.875,37.86,39.9,0.00,Marion Island
-46.583,-71.687,61.1,2.01,Chile Chico
-46.412,168.313,43.1,0.00,Invercargill
-46.167,166.633,47.3,0.00,Puysegur Pt (Lgt-H)
-45.916,-71.689,52.2,0.00,Balmaceda
-45.785,-67.466,60.3,0.00,Comodoro Rivadavia
-45.767,170.733,46.4,0.00,Taiaroa Head
-45.594,-72.106,56.9,0.00,Teniente Vidal
-45.4,-72.7,55.0,2.01,Puerto Aysan / Cabo Juan Roman
-43.867,169.0,47.8,0.00,Haast
-43.81,-176.457,59.0,0.00,Chatham Islands
-43.617,-71.817,57.2,0.00,Alto Palena
-43.5,147.15,52.9,0.00,Cape Bruny Lighthouse
-43.489,172.532,48.8,0.00,Christchurch Intl
-43.211,-65.27,61.2,0.00,Almirante Zar
-43.2,-71.817,53.6,0.00,Futaleufu
-43.117,-73.633,51.8,0.00,Quellon
-42.917,-72.7,57.7,0.00,Chaiten
-42.908,-71.139,54.2,0.00,Esquel
-42.883,147.333,50.9,0.00,Hobart (Ellerslie Road)
-42.836,147.51,49.0,0.00,Hobart
-42.717,170.983,47.3,0.00,Hokitika Aerodrome
-42.483,-73.767,53.9,0.00,Castro/Gamboa
-41.9,-73.8,56.8,0.00,Ancud/Pupelde
-41.75,171.6,52.9,0.00,Westport Harbour
-41.545,147.214,42.4,0.00,Launceston
-41.439,-73.094,55.7,2.01,El Tepual Intl
-41.3,173.217,55.7,0.00,Nelson Aerodrome
-41.283,174.767,54.2,0.00,Wellington
-41.151,-71.158,54.9,0.00,San Carlos De Bariloche
-41.0,148.35,53.3,0.00,Larapuna (Eddystone Point)
-40.869,-63.0,60.7,0.00,Gobernador Castello
-40.783,-65.1,62.6,0.00,San Antonio Oeste Aero
-40.6,-73.05,59.7,0.00,Osorno
-40.55,173.0,55.0,0.00,Farewell Spit
-40.206,175.388,55.7,0.00,Ohakea
-39.933,143.85,45.7,0.00,King Island Currie
-39.65,-73.086,56.7,0.00,Pichoy
-39.467,175.683,49.3,0.00,Waiouru
-39.467,176.867,63.0,0.00,Napier/Airport
-39.017,-64.083,65.8,0.00,Rio Colorado
-39.017,174.183,57.8,0.00,New Plymouth Aerodr
-38.949,-68.156,60.5,0.00,Presidente Peron
-38.767,-72.637,61.5,0.00,Maquehue
-38.725,-62.169,60.6,0.00,Comandante Espora
-38.667,177.983,64.7,0.00,Gisborne Aerodrome
-38.483,-58.833,64.2,0.00,Necochea Airport
-38.387,-60.33,64.2,0.00,Tres Arroyos
-38.099,147.149,47.8,0.00,East Sale
-37.976,145.102,55.3,0.00,Melbourne Moorabbin
-37.934,-57.573,64.0,0.00,Mar Del Plata
-37.867,144.75,52.7,0.00,Laverton Raaf
-37.817,144.967,53.4,0.00,Melbourne Regional Office
-37.733,140.783,53.4,0.00,Mount Gambier Aero
-37.683,178.55,65.3,0.00,East Cape (Man)
-37.673,144.843,52.9,0.00,Melbourne Intl
-37.667,144.85,50.7,0.00,Melbourne Intl Arpt
-37.667,176.2,62.6,0.00,Tauranga Aerodrome
-37.6,-62.383,67.3,0.00,Pigue Airport
-37.567,149.9,58.5,0.00,Gabo Island Lighthouse
-37.237,-59.228,66.2,0.00,Tandil
-37.008,174.792,62.3,0.00,Auckland Intl
-36.9,149.9,55.8,0.00,Merimbula Airport
-36.773,-73.063,61.5,2.01,Carriel Sur Intl
-36.75,-59.833,67.0,0.00,Azul Airport
-36.588,-64.276,64.2,0.00,Santa Rosa
-36.35,-57.733,65.8,0.00,Dolores Airport
-36.317,141.633,55.1,0.00,Nhill Aerodrome
-36.187,-61.076,73.4,0.00,Bolivar
-36.15,144.767,53.2,0.00,Echuca Aerodrome
-35.845,-61.858,69.4,0.00,Comodoro P Zanni
-35.696,-63.758,68.1,0.00,General Pico
-35.494,-69.574,63.7,0.00,Malargue
-35.417,149.1,48.8,0.00,Tuggeranong Isabella Plains
-35.367,-57.283,64.2,0.00,Punta Indio B.A.
-35.333,136.117,59.8,0.00,Neptune Island
-35.307,149.195,43.7,0.00,Canberra
-35.165,147.466,53.6,0.00,Wagga Wagga
-35.083,150.8,59.5,0.00,Jervis Bay
-35.067,173.283,63.2,0.00,Kaitaia Aerodrome
-34.972,-57.895,69.0,0.00,La Plata
-34.967,-71.217,60.3,2.01,Curico/Gen Freire
-34.967,-54.95,65.3,0.00,Punta Del Este
-34.95,138.533,51.3,0.00,Adelaide
-34.949,150.537,53.1,0.00,Nowra
-34.945,138.531,52.2,0.00,Adelaide Intl
-34.941,117.802,58.4,0.00,Albany Airport
-34.93,138.58,54.0,0.00,Adelaide (West Terrace)
-34.838,-56.031,60.3,0.00,Carrasco Intl
-34.822,-58.536,66.9,0.00,Ministro Pistarini
-34.683,-58.65,65.6,0.00,Moron(Aafb)
-34.61,-58.613,63.6,0.00,El Palomar
-34.588,-68.403,66.7,0.00,San Rafael
-34.583,-58.483,68.8,0.00,Buenos Aires (Obs)
-34.559,-58.416,67.4,0.00,Aeroparque Jorge Newbery
-34.546,-60.931,65.1,0.00,Junin
-34.501,-58.604,69.5,0.00,Don Torcuato
-34.433,172.683,62.6,0.00,Cape Reinga
-34.367,115.133,64.9,0.00,Cape Leeuwin
-34.135,-63.362,70.1,0.00,Laboulaye
-34.0,137.533,60.8,0.00,Warburto Point
