lat,lon,temp,precip,name
-90.0,0.0,-64.3,0.00,Amundsen-Scott
-89.983,0.0,-64.3,0.00,South Pole Station
-89.0,-1.017,-69.0,0.00,Henry
-89.0,89.667,-65.8,0.00,Nico
-85.667,-46.383,-30.3,0.00,Ago-2
-85.2,-87.883,-21.9,0.00,Thiel Mtns Aws
-84.6,-115.817,-12.9,0.00,Theresa
-83.867,129.617,-65.5,0.00,Ago-1
-83.0,-121.383,-25.7,0.00,Harry
-82.767,-13.05,-47.2,0.00,Baldrick Aws
-82.617,-137.083,-11.3,0.00,Elizabeth
-82.517,-174.45,-39.0,0.00,Lettau
-81.65,-148.783,-9.5,0.00,Siple Dome
-80.37,77.37,-95.4,0.00,Dome Plateau Dome A
-80.0,-119.4,-21.4,0.00,Byrd Station
-79.983,-178.6,-17.3,0.00,Gill
-79.95,165.117,-21.1,0.00,Marilyn
-79.9,169.983,-22.4,0.00,Schwerdtfeger
-78.55,166.65,-18.9,0.00,Minna Bluff
-78.467,168.383,-16.3,0.00,Linda
-78.45,106.867,-97.3,0.00,Vostok
-77.95,166.5,-9.3,0.00,Pegasus North
-77.9,170.817,-20.8,0.00,Ferrell
-77.85,166.667,-2.0,0.12,Mcmurdo
-77.433,163.75,-2.2,0.00,Marble Point
-76.717,162.967,-0.8,0.00,Cape Ross
-76.42,77.02,-55.2,0.00,Dome Plateau Eagle
-75.61,-26.272,-1.5,0.00,Halley
-75.58,-26.17,0.0,0.00,Brunt Aws
-75.1,123.4,-94.9,0.00,Concordia
-75.0,0.0,-54.8,0.00,Kohnen / Ep9
-74.95,163.683,-12.5,0.00,Manuela
-74.8,-71.483,-21.1,0.00,Univ. Wi Id 8917 (Ski-Blu)
-74.7,164.1,-0.8,0.00,Base Baia Terra Nova
-73.633,160.65,-53.7,0.00,Priestley Glacier
-73.517,169.75,2.7,0.00,Cape Phillips
-73.2,-127.05,3.2,0.00,Mount Siple
-73.117,-13.15,6.3,0.00,Wasa Eps
-73.05,-13.383,5.8,0.00,Nordenskiold Base
-72.2,-60.167,-6.6,0.00,Univ. Wi Id 8902 (Butler Island)
-71.883,171.2,6.7,0.00,Possession Is
-71.7,-2.8,-2.4,0.00,S.A.N.A.E. Aws
-71.317,-68.283,-11.2,0.00,Fossil Bluff
-71.15,-6.683,-6.1,0.00,Halvfarryggen (Ep11)
-70.9,69.867,-7.9,0.00,G3
-70.767,11.75,0.5,0.00,Maitri
-70.767,11.833,3.6,0.00,Novolazarevskaja
-70.667,-8.25,3.0,0.00,Neumayer
-69.383,76.383,9.5,0.00,Progress
-69.117,85.983,-19.9,0.00,Mount Brown
-69.0,39.583,15.4,0.00,Syowa
-68.583,77.967,9.0,0.00,Davis
-68.117,-67.133,15.3,0.00,Base San Martin
-67.6,62.867,-4.8,0.00,Mawson
-67.567,-68.117,13.7,0.00,Rothera
-67.4,138.733,-28.7,0.00,D-47
-67.017,-61.467,-6.0,0.00,Univ. Wi Id 8926 (Larsen Ice Shelf)
-66.733,112.833,-9.1,0.00,Law Dome Summit
-66.717,139.833,-7.5,0.00,D-10
-66.7,111.5,-1.7,0.00,Casey (Upper Peterson Runway)
-66.683,111.533,-2.0,0.00,Wilkins Runway East
-66.667,140.017,0.1,0.00,Dumont D'Urville
-66.583,110.7,-3.6,0.00,Haupt Nunatak
-66.55,93.017,3.8,0.03,Mirnyj
-66.283,110.533,4.4,0.00,Casey
-66.283,110.767,1.6,0.00,Casey Skiway South
-65.85,113.067,0.5,0.00,Cape Poinsett
-64.783,-64.067,23.7,0.00,Bonaparte Point
-64.766,-64.083,24.1,0.04,Palmer Station
-64.233,-56.717,7.8,0.00,Base Marambio (Centro Met. Antartico)
-63.4,-56.983,24.5,0.00,Base Esperanza
-63.183,-55.4,24.0,0.00,Joinville Island
-62.5,-59.683,31.4,0.16,Base Arturo Prat
-62.233,-58.633,33.1,0.00,Base Carlini
-62.183,-58.883,31.3,0.12,Bellingshausen Aws
-62.083,-58.383,32.9,0.04,Comandante Ferraz
-60.733,-44.733,34.5,0.08,Base Orcadas
-59.45,-27.317,58.4,0.00,South Thule Is.
-56.475,-68.73,41.7,0.34,Isla Diego Ramirez
-54.843,-68.296,40.3,0.08,Ushuaia Malvinas Argentinas
-54.499,158.937,43.8,0.27,Macquarie Island
-54.0,-38.05,34.6,0.00,Bird Island
-53.778,-67.749,40.6,0.00,Rio Grande
-53.1,73.717,33.5,0.00,Heard Island (The Spit)
-53.017,73.4,34.0,0.00,Heard Island (Atlas Cove)
-53.003,-70.855,41.4,0.02,Carlos Ibanez Del Campo Intl
-52.55,169.15,49.7,0.00,Cambell Island Aws
-52.4,-75.1,45.1,0.42,Islotes Evangelistas
-51.9,-60.917,46.8,0.00,Weddell Island
-51.823,-58.447,45.1,0.00,Mount Pleasant
-51.609,-69.313,45.0,0.00,Rio Gallegos
-50.483,166.3,49.3,0.00,Enderby Island Aws
-50.267,-72.05,45.7,0.20,El Calafate Aero
-49.35,70.25,34.6,0.03,Port-Aux-Francais (Iles Kerguelen)
-47.98,168.62,62.2,0.00,South Island
-47.267,167.45,60.1,0.00,South West Cape Aws
-46.875,37.86,45.0,0.00,Marion Island
-46.517,-71.017,50.8,0.00,Perito Moreno Arpt
-46.433,51.85,40.7,0.00,Alfred Faure (Iles Crozet)
-46.417,168.333,60.3,0.00,Invercargill Airport Aws
