lat,lon,temp,precip,name
-90.0,0.0,-60.8,0.00,Amundsen-Scott
-89.0,-1.017,-63.2,0.00,Henry
-89.0,89.667,-59.1,0.00,Nico
-82.617,-137.083,-6.5,0.00,Elizabeth
-82.517,-174.45,-15.2,0.00,Lettau
-81.65,-148.783,-12.8,0.00,Siple Dome
-79.983,-178.6,-15.4,0.00,Gill
-79.9,169.983,-13.8,0.00,Schwerdtfeger
-78.45,106.867,-67.2,0.06,Vostok
-77.85,166.667,2.7,0.00,Mcmurdo
-77.433,163.75,0.5,0.00,Marble Point
-76.05,65.017,-46.7,0.00,Davis Lgb 35 Aws
-75.867,-59.15,-22.9,0.00,Univ. Wi Id 8925 (Limbert Aws)
-75.61,-26.272,-19.3,0.00,Halley
-75.117,123.367,-74.3,0.00,Dome C Ii
-74.95,163.683,-11.5,0.00,Manuela
-74.8,-71.483,-2.7,0.00,Univ. Wi Id 8917 (Ski-Blu)
-74.017,43.05,-64.6,0.00,Relay Stat
-73.833,55.667,-55.3,0.00,Mawson (Lgb 20 Aws)
-73.45,76.783,-53.2,0.00,Davis (Lgb 59 Aws)
-73.2,-127.05,15.6,0.00,Mount Siple
-72.2,-60.167,-8.1,0.00,Univ. Wi Id 8902 (Butler Island)
-71.883,171.2,-2.2,0.00,Possession Is
-71.6,111.267,-53.5,0.00,Casey (Traverse Gc41)
-71.433,-68.933,15.8,0.00,Univ. Wi Id 8920 (Uranus)
-71.3,59.217,-49.6,0.00,Mawson (Lgb10 Aws)
-70.9,69.867,-12.2,0.00,G3
-70.833,77.067,-27.9,0.00,Davis (Lgb 69)
-70.767,11.75,-1.4,0.00,Maitri
-70.767,11.833,-1.9,0.00,Novolazarevskaja
-70.667,-8.25,8.7,0.00,Neumayer
-69.383,76.383,2.2,0.00,Progress
-69.0,39.583,14.9,0.00,Syowa
-68.65,61.117,-27.4,0.00,Mawson (Lgb 00 Ge 03 Aws)
-68.583,77.967,-5.2,0.00,Davis
-68.5,102.183,-24.4,0.00,Casey (Traverse Gf08)
-68.4,112.217,-13.7,0.00,Ao28 Aws  South Of Law Dome
-67.6,62.867,6.1,0.00,Mawson
-67.567,-68.117,28.3,0.00,Rothera
-67.017,-61.467,-0.7,0.00,Univ. Wi Id 8926 (Larsen Ice Shelf)
-66.767,112.817,-4.8,0.00,Law Dome Summit South Aws
-66.733,112.833,-29.5,0.00,Law Dome Summit
-66.7,111.5,-14.2,0.00,Casey (Upper Peterson Runway)
-66.667,140.017,-5.6,0.00,Dumont D'Urville
-66.583,110.7,-13.8,0.00,Haupt Nunatak
-66.283,110.533,-2.8,0.00,Casey
-66.283,110.8,-12.9,0.00,Casey Skiway
-64.767,-64.083,32.1,0.20,Palmer Station
-64.233,-56.717,19.3,0.02,Base Marambio (Centro Met. Antartico)
-63.4,-56.983,25.6,3.15,Base Esperanza
-63.317,-56.683,30.1,0.00,Base Bernardo O'Higgins
-62.233,-58.633,32.3,0.00,Base Carlini
-62.217,-58.967,32.3,0.00,Great Wall
-62.183,-58.983,32.2,0.00,Centro Met. Antartico Pdte. Eduardo Frei
-62.183,-58.883,32.2,0.01,Bellingshausen Aws
