name,lat,lon,pop,rank
Gdańsk,54.36,18.64,740000,4
St.  Paul,44.944,-93.085,734854,4
Shaoguan,24.8,113.58,720266,4
Catania,37.5,15.08,674542,4
Najaf,32.0,44.335,665552,4
Syracuse,43.05,-76.15,662577,4
Pointe-Noire,-4.77,11.88,659084,4
Knoxville,35.97,-83.92,655400,4
Andijan,40.79,72.34,650000,4
Krasnodar,45.02,39.0,649851,4
Ulyanovsk,54.33,48.41,640680,4
Bur Said,31.26,32.29,623864,4
Nanded,19.197,77.308,623708,4
Dresden,51.05,13.75,617515,4
Fresno,36.748,-119.773,616353,4
Samsun,41.28,36.344,609339,4
Yaroslavl,57.62,39.87,606730,4
Constantine,36.36,6.6,605179,4
Kirkuk,35.472,44.392,601433,4
Hermosillo,29.099,-110.954,595811,4
Port Louis,-20.167,57.5,595491,4
Nagano,36.65,138.17,594311,4
Blantyre,-15.79,34.99,584877,4
Cuttack,20.47,85.89,580000,4
Khabarovsk,48.455,135.12,579000,4
Kisangani,0.52,25.22,578470,4
Quetzaltenango,14.83,-91.52,575263,4
Kuching,1.53,110.33,570407,4
Bouaké,7.69,-5.03,567481,4
Manama,26.236,50.583,563920,4
Uberlândia,-18.9,-48.28,563536,4
Sorocaba,-23.49,-47.47,563281,4
Santiago de Cuba,20.025,-75.821,555865,4
Surakarta,-7.565,110.825,555308,4
Ribeirão Preto,-21.17,-47.83,551267,4
Orenburg,51.78,55.11,550204,4
Tabuk,28.384,36.555,547957,4
Yining,43.9,81.35,542507,4
Novokuznetsk,53.75,87.115,539616,4
Matamoros,25.88,-97.5,538785,4
Oaxaca,17.083,-96.67,530728,4
Hamadan,34.796,48.515,528256,4
Gold Coast,-28.082,153.448,527660,4
Vancouver,45.63,-122.64,525802,4
Ryazan,54.62,39.72,520173,4
Tyumen,57.14,65.53,519119,4
Banda Aceh,5.55,95.32,513698,4
Salta,-24.783,-65.417,512686,4
Penza,53.18,45.0,512602,4
Suez,30.005,32.55,508335,4
Gaza City,31.53,34.445,505700,4
Annaba,36.92,7.76,503524,4
Akola,20.71,77.01,503502,4
Astrakhan,46.349,48.055,502533,4
Skopje,42.0,21.433,494087,4
Mwanza,-2.52,32.93,493944,4
Colorado Springs,38.863,-104.792,493654,4
Wuwei,37.928,102.641,493092,4
Santa Fe,-31.624,-60.69,489505,4
Saharanpur,29.97,77.55,484873,4
Kalaburagi,17.35,76.82,483615,4
Herat,34.33,62.17,481009,4
Yazd,31.92,54.37,477905,4
Kemerovo,55.34,86.09,477090,4
Shymkent,42.32,69.595,465392,4
Pristina,42.667,21.166,465186,4
Bandar-e-Abbas,27.204,56.272,461499,4
Iquitos,-3.75,-73.25,458729,4
Mazar-i-Sharif,36.7,67.1,458151,4
Kirov,58.59,49.67,457437,4
Belfast,54.594,-5.928,450406,4
Baguio,16.43,120.57,447824,4
San Juan,-31.55,-68.52,447048,4
Balikpapan,-1.25,116.83,445905,4
Bamenda,5.96,10.15,445299,4
Wuzhou,23.48,111.32,442315,4
Garoua,9.3,13.39,436899,4
Kaliningrad,54.7,20.497,434954,4
Laredo,27.506,-99.507,434768,4
Welkom,-27.97,26.73,431944,4
Bryansk,53.26,34.43,427236,4
Bratislava,48.15,17.117,423737,4
Baton Rouge,30.458,-91.14,422072,4
Asyut,27.19,31.18,420585,4
Magnitogorsk,53.423,58.98,413351,4
Huancayo,-12.08,-75.2,412733,4
Oujda,34.69,-1.91,409391,4
Kitwe,-12.81,28.22,404901,4
Tver,56.86,35.89,400212,4
Columbia,33.997,-81.031,398093,4
Chiang Mai,18.8,98.98,397211,4
Piura,-5.21,-80.63,396932,4
Al-Ubayyid,13.183,30.217,393311,4
Nampula,-15.136,39.293,388526,4
Misrata,32.38,15.1,386120,4
Pasto,1.214,-77.281,382236,4
Caxias do Sul,-29.18,-51.17,381270,4
Nizhny Tagil,57.92,59.975,381116,4
Xichang,27.88,102.3,379993,4
Vigo,42.22,-8.73,378952,4
Las Palmas,28.1,-15.43,378495,4
Manizales,5.06,-75.52,375848,4
Manukau,-37.0,174.885,375600,4
Gorontalo,0.55,123.07,365497,4
Larkana,27.562,68.207,364033,4
Stavropol,45.05,41.98,363064,4
Bhagalpur,25.23,86.98,361548,4
Ulan-Ude,51.825,107.625,360278,4
Bobo Dioulasso,11.18,-4.29,360106,4
Taraz,42.9,71.365,358153,4
Ambon,-3.717,128.2,355596,4
Safi,32.32,-9.24,353476,4
Eldoret,0.52,35.27,353381,4
Chimbote,-9.07,-78.57,349846,4
Nuevo Laredo,27.5,-99.55,349550,4
Spokane,47.67,-117.42,347705,4
Mérida,8.57,-71.183,345489,4
Arusha,-3.36,36.67,341136,4
Chitungwiza,-18.0,31.1,340360,4
East London,-32.97,27.87,338627,4
Kōchi,33.562,133.538,335570,4
Nakhon Ratchasima,15.0,102.1,334984,4
Montes Claros,-16.72,-43.86,332379,4
Bujumbura,-3.376,29.36,331700,4
Wonsan,39.16,127.431,329207,4
Pavlodar,52.3,76.95,329002,4
Reno,39.53,-119.82,328585,4
Sochi,43.59,39.73,327608,4
Sousse,35.83,10.625,327004,4
Iași,47.168,27.575,325914,4
Miyazaki,31.918,131.418,324384,4
Córdoba,37.88,-4.77,321376,4
Smolensk,54.783,32.047,320991,4
Ciudad del Este,-25.517,-54.616,320872,4
Pelotas,-31.75,-52.33,320674,4
Bukhara,39.78,64.43,319476,4
Oskemen,49.99,82.615,319067,4
El Faiyum,29.31,30.84,316772,4
Ljubljana,46.055,14.515,314807,4
Aswan,24.088,32.899,313442,4
Semey,50.435,80.275,311353,4
Pucallpa,-8.369,-74.535,310750,4
Vitória da Conquista,-14.85,-40.84,308204,4
Nalchik,43.498,43.618,307866,4
Porto Velho,-8.75,-63.9,306180,4
Constanța,44.203,28.61,303399,4
Hakodate,41.795,140.74,302984,4
Brest,52.1,23.7,300715,4
Qyzylorda,44.8,65.465,300000,4
Porto-Novo,6.483,2.617,300000,4
Port-of-Spain,10.652,-61.517,294934,4
Vologda,59.21,39.92,294889,4
Makurdi,7.73,8.53,292645,4
Ponta Grossa,-25.09,-50.16,292177,4
Sinuiju,40.086,124.421,288112,4
Cuenca,-2.9,-79.0,286878,4
Butembo,0.13,29.28,286403,4
Kupang,-10.179,123.583,282396,4
Zhytomyr,50.246,28.662,282192,4
Kaolack,14.15,-16.1,277812,4
Corpus Christi,27.743,-97.402,277454,4
Bern,46.917,7.467,275329,4
Mbandaka,0.04,18.26,274996,4
Venice,45.439,12.335,270816,4
Malmö,55.599,13.023,269349,4
Petrozavodsk,61.781,34.361,265025,4
Aqtobe,50.28,57.17,262457,4
Petrolina,-9.38,-40.51,260985,4
Tampere,61.5,23.75,259279,4
Rio Branco,-9.967,-67.8,257642,4
Dire Dawa,9.59,41.86,252279,4
Morogoro,-6.82,37.66,250902,4
Shreveport,32.5,-93.77,248053,4
Angarsk,52.56,103.92,243158,4
Berbera,10.436,45.016,242344,4
Le Havre,49.505,0.105,242124,4
Neuquén,-38.95,-68.06,242092,4
Ulan Hot,46.08,122.08,241894,4
Türkmenabat,39.11,63.58,234817,4
Niamey,13.492,7.096,232555,4
Hailar,49.2,119.7,231171,4
Zhangye,38.93,100.45,230728,4
Nukus,42.47,59.615,230006,4
Salem,44.928,-123.024,229010,4
Puducherry,11.935,79.83,227411,4
Grozny,43.319,45.699,226100,4
Colima,19.23,-103.72,223287,4
Formosa,-26.173,-58.183,221383,4
Blagoveshchensk,50.267,127.533,221296,4
Tallahassee,30.45,-84.28,221222,4
Dodoma,-6.183,35.75,218269,4
Laoag,18.199,120.594,207048,4
Bahir Dar,11.6,37.383,206748,4
Kalemie,-5.933,29.2,206257,4
Campeche,19.83,-90.5,205212,4
Pskov,57.83,28.33,201990,4
Kushiro,42.975,144.375,198566,4
Montgomery,32.362,-86.279,198325,4
Bridgetown,13.102,-59.617,191152,4
St.-Denis,-20.879,55.448,190047,4
La Paz,24.14,-110.32,189767,4
Kabwe,-14.44,28.45,188979,4
Quelimane,-17.88,36.89,188964,4
Parakou,9.34,2.62,188853,4
Laayoune,27.15,-13.2,188084,4
Ternate,0.793,127.363,187521,4
Arica,-18.5,-70.29,185999,4
Fianarantsoa,-21.433,47.083,184184,4
Atyrau,47.113,51.92,182753,4
Amarillo,35.23,-101.83,181766,4
Santa Barbara,34.411,-119.717,181632,4
Zuwara,32.934,12.079,180310,4
Savannah,32.021,-81.11,180187,4
Sittwe,20.14,92.88,179032,4
Mary,37.6,61.833,178708,4
Nogales,31.305,-110.945,178097,4
Yuzhno Sakhalinsk,46.965,142.74,176484,4
Bose,23.9,106.613,175282,4
George,-33.95,22.45,174582,4
Jayapura,-2.533,140.7,169341,4
Nzérékoré,7.76,-8.83,168121,4
Abakan,53.704,91.445,167289,4
Norilsk,69.34,88.225,165873,4
Livingstone,-17.86,25.86,165480,4
Geneina,13.45,22.44,162981,4
Fargo,46.877,-96.789,162842,4
Wilmington,34.226,-77.945,161560,4
Malakal,9.537,31.656,160765,4
Tarija,-21.517,-64.75,159269,4
Barreiras,-12.14,-45.0,158292,4
Surat Thani,9.15,99.34,157627,4
Olympia,47.038,-122.899,156984,4
Moundou,8.55,16.09,156705,4
Yulin,38.283,109.733,155960,4
Sioux Falls,43.55,-96.73,155724,4
Bei'an,48.246,126.529,154936,4
Battambang,13.1,103.2,154773,4
Mahajanga,-15.67,46.345,154657,4
La Serena,-29.9,-71.25,154521,4
Cairns,-16.888,145.763,154225,4
Mufulira,-12.55,28.26,153624,4
Benguela,-12.578,13.407,151226,4
Gejiu,23.38,103.15,149105,4
Hamilton,-37.778,175.29,148200,4
Gulu,2.78,32.28,146858,4
Podgorica,42.466,19.266,145850,4
Los Angeles,-37.48,-72.347,145239,4
Goma,-1.679,29.222,144124,4
Altay,47.867,88.117,142000,4
Dunhuang,40.143,94.662,140094,4
Shizuishan,39.233,106.769,136570,4
Moçâmedes,-15.19,12.16,132900,4
Topeka,39.05,-95.67,132091,4
Papeete,-17.533,-149.567,131695,4
Lae,-6.733,146.99,131052,4
Tete,-16.17,33.58,129316,4
Copiapó,-27.372,-70.33,129280,4
Xai-Xai,-25.04,33.64,128805,4
Ekibastuz,51.73,75.32,127868,4
Worcester,-33.64,19.44,127597,4
Malanje,-9.54,16.34,125856,4
Lubango,-14.91,13.49,125632,4
Rudniy,52.953,63.13,124000,4
Charleston,38.35,-81.633,123799,4
Ségou,13.44,-6.26,122952,4
Bandundu,-3.31,17.38,118211,4
Dunedin,-45.885,170.491,117700,4
Gao,16.267,-0.05,116967,4
Tahoua,14.9,5.26,115956,4
Sri Jayawardenepura Kotte,6.9,79.95,115826,4
Toliara,-23.357,43.69,115319,4
Kankan,10.39,-9.31,114009,4
Juba,4.83,31.58,111975,4
Kandy,7.28,80.67,111701,4
Santa Rosa,-36.62,-64.3,111424,4
Pemba,-12.983,40.532,110643,4
Mzuzu,-11.46,34.02,110201,4
David,8.433,-82.433,110037,4
Siem Reap,13.367,103.85,109398,4
Kyzyl,51.707,94.383,108240,4
Golmud,36.417,94.883,107092,4
Raba,-8.45,118.767,106101,4
Assab,13.01,42.73,105496,4
Billings,45.788,-108.54,104552,4
Guaymas,27.93,-110.89,103449,4
Houma,35.62,111.21,102400,4
Sakata,38.92,139.85,100446,4
Ust-Ilimsk,57.99,102.633,100271,4
Corumbá,-19.016,-57.65,96520,4
Mekele,13.5,39.47,95856,4
Bariloche,-41.15,-71.3,95394,4
Burlington,44.476,-73.212,93807,4
Mbabane,-26.317,31.133,90138,4
Francistown,-21.17,27.5,89979,4
Ebolowa,2.9,11.15,87875,4
Parepare,-4.017,119.633,87776,4
Nouadhibou,20.9,-17.056,86738,4
Limón,10.0,-83.033,85001,4
Trinidad,-14.833,-64.9,84259,4
Sault Ste. Marie,46.495,-84.345,83805,4
Antsiranana,-12.277,49.312,82937,4
Bendigo,-36.76,144.28,81657,4
Atakpamé,7.53,1.12,80683,4
Vorkuta,67.5,64.01,80039,4
Xigaze,29.25,88.883,80000,4
Kayes,14.45,-11.44,77207,4
Sundsvall,62.4,17.317,73389,4
Mandurah,-32.523,115.747,73356,4
Missoula,46.872,-113.993,72856,4
Upington,-28.46,21.23,71373,4
Türkmenbaşy,40.023,52.97,68292,4
Putrajaya,2.933,101.695,67964,4
Great Falls,47.5,-111.3,66558,4
Rockhampton,-23.364,150.52,65850,4
Flagstaff,35.198,-111.651,63993,4
Kristiansand,58.146,7.975,63814,4
Kasongo,-4.45,26.66,63000,4
Kayes,-4.18,13.28,62521,4
Tanjung Pandan,-2.75,107.65,62374,4
Bambari,5.762,20.667,62098,4
Ponta Delgada,37.748,-25.667,61526,4
Casper,42.847,-106.323,60791,4
Mt.  Hagen,-5.863,144.217,59064,4
Napier,-39.49,176.926,57800,4
Vaasa,63.1,21.6,57014,4
Puerto Ayacucho,5.664,-67.624,52526,4
Hilo,19.706,-155.082,52391,4
Walvis Bay,-22.958,14.505,52058,4
Mahalapye,-23.1,26.82,50744,4
North Bay,46.3,-79.45,50170,4
Kingstown,13.156,-61.22,49485,4
Luleå,65.597,22.158,48638,4
Serowe,-22.39,26.71,48573,4
Meru,0.06,37.64,47226,4
Coihaique,-45.57,-72.07,45787,4
Banjul,13.454,-16.592,43094,4
Franceville,-1.633,13.583,42967,4
Eureka,40.793,-124.15,42398,4
Alta Floresta,-9.9,-55.91,40466,4
Mirny,62.54,113.961,40308,4
Goroka,-6.083,145.385,39699,4
Minot,48.232,-101.296,39439,4
Orange,-33.28,149.1,39329,4
Castries,14.008,-60.993,37963,4
Sydney,46.066,-60.18,37538,4
Kalgoorlie,-30.735,121.46,36852,4
Saint John's,17.118,-61.85,35499,4
Timmins,48.467,-81.333,34974,4
Rovaniemi,66.5,25.716,34781,4
Durazno,-33.41,-56.51,34037,4
Saint George's,12.053,-61.742,33734,4
Choibalsan,48.067,114.506,33376,4
Mount Isa,-20.724,139.49,33200,4
Dubbo,-32.26,148.597,31574,4
Leh,34.162,77.572,30870,4
Dund-Us,48.017,91.633,30500,4
Blenheim,-41.514,173.955,30300,4
Cottica,3.85,-54.233,29210,4
Brandon,49.833,-99.95,28418,4
Geraldton,-28.767,114.6,27258,4
Colíder,-10.817,-55.451,27139,4
Okha,53.574,142.948,26560,4
Albany,-35.017,117.892,26445,4
Rawson,-43.3,-65.1,26335,4
Lensk,60.725,114.947,25589,4
Freeport,26.533,-78.7,25383,4
Aldan,58.603,125.389,24426,4
Al Jawf,24.2,23.29,24132,4
Augusta,44.311,-69.78,24042,4
Roseau,15.301,-61.387,23336,4
Armidale,-30.512,151.667,22673,4
Whyalla,-33.025,137.561,22559,4
Basseterre,17.302,-62.717,21887,4
Fort McMurray,56.733,-111.383,21863,4
Kaédi,16.15,-13.5,21656,4
Devonport,-41.193,146.331,19317,4
Elko,40.833,-115.762,19252,4
Fort St. John,56.25,-120.833,18776,4
Middelburg,-31.5,25.01,18164,4
Broken Hill,-31.95,141.433,17395,4
Karratha,-20.73,116.87,16796,4
Dispur,26.144,91.767,16140,4
Griffith,-34.29,146.04,15455,4
International Falls,48.601,-93.411,15240,4
Lüderitz,-26.648,15.159,15137,4
Dalandzadgad,43.584,104.44,15093,4
Port Hedland,-20.31,118.606,14288,4
Wangaratta,-36.36,146.3,14022,4
Thompson,55.75,-97.867,13727,4
Port Lincoln,-34.733,135.867,13630,4
Broome,-17.962,122.231,13218,4
Pago Pago,-14.277,-170.707,12576,4
Portland,-38.34,141.59,11808,4
Santa Cruz,-0.533,-90.35,11262,4
Springbok,-29.667,17.883,10438,4
Labrador City,52.941,-66.916,10313,4
Alvorada,-12.47,-49.082,10232,4
Busselton,-33.656,115.349,10214,4
Katherine,-14.467,132.267,10141,4
Hammerfest,70.661,23.688,10000,4
Ust-Nera,64.567,143.2,9148,4
Sitka,57.06,-135.328,8931,4
Dalnegorsk,44.537,135.517,8123,4
Rabaul,-4.205,152.143,8074,4
El Calafate,-50.333,-72.3,8000,4
Iqaluit,63.75,-68.5,6124,4
Okhotsk,59.383,143.217,5570,4
Peace River,56.233,-117.283,5340,4
Sisimiut,66.95,-53.667,5227,4
Batagay,67.656,134.635,4266,4
Bukachacha,52.983,116.917,3372,4
Ugolnye Kopi,64.733,177.7,3367,4
Zhigansk,66.77,123.371,3237,4
Khatanga,72.041,102.465,3205,4
Chokurdakh,70.618,147.895,2506,4
Arviat,61.109,-94.059,1868,4
Igloolik,69.257,-81.794,1612,4
Cambridge Bay,69.117,-105.033,1477,4
Ayoun el Atrous,16.667,-9.617,1423,4
Dawson City,64.067,-139.417,1319,4
Kugluktuk,67.799,-115.125,1302,4
Kuujjuaq,58.1,-68.4,1273,4
Kuujjuarapik,55.281,-77.766,1243,4
Upernavik,72.709,-56.142,1129,4
Taloyoak,69.533,-93.533,774,4
Qaanaaq,77.467,-69.23,616,4
Fort Smith,60.0,-111.883,518,4
Tmassa,26.367,15.8,500,4
Chesterfield Inlet,63.338,-90.7,374,4
Windorah,-25.433,142.65,158,4
Narsarsuaq,61.167,-45.417,145,4
Dulan,36.167,98.267,100,4
Ambarchik,69.651,162.334,0,4
New Taipei,25.013,121.465,3893740,5
Magong,23.567,119.583,56435,5
Yokohama,35.431,139.602,3697894,6
Benoni,-26.148,28.328,2986000,6
Stuttgart,48.78,9.2,2944700,6
Giza,30.01,31.19,2681863,6
Faisalabad,31.412,73.108,2617000,6
Daegu,35.869,128.605,2460000,6
Haikou,20.05,110.32,2046189,6
Long Beach,33.777,-118.2,2036134,6
Tangshan,39.626,118.192,1879000,6
Tainan,23.0,120.2,1876312,6
Datong,40.082,113.298,1873000,6
Saidu,34.75,72.35,1860310,6
Rawalpindi,33.591,73.068,1858000,6
Shangqiu,34.413,115.65,1753000,6
Luoyang,34.644,112.444,1715000,6
Santos,-23.962,-46.328,1709000,6
Jianmen,30.652,113.158,1708000,6
Vitória,-20.332,-40.354,1704000,6
Luan,31.752,116.478,1690000,6
Wanzhou,30.82,108.4,1680000,6
Turin,45.072,7.668,1652000,6
Kumasi,6.692,-1.632,1646000,6
Taian,36.202,117.118,1629000,6
Xiantao,30.372,113.438,1556000,6
Weifang,36.702,119.156,1553000,6
Xinyang,32.132,114.068,1541000,6
Luzhou,28.882,105.378,1537000,6
Leeds,53.79,-1.551,1529000,6
Kōbe,34.68,135.17,1528478,6
Oakland,37.805,-122.278,1510271,6
Ganzhou,25.92,114.95,1500000,6
Liuzhou,24.321,109.414,1497000,6
Virginia Beach,36.855,-75.98,1491000,6
Fushun,41.867,123.868,1470000,6
Changde,29.032,111.678,1469000,6
Suining,30.535,105.531,1425000,6
Yiyang,28.602,112.328,1352000,6
Ciudad Juárez,31.692,-106.492,1343000,6
Heze,35.232,115.448,1338000,6
Porto,41.152,-8.622,1337000,6
Changzhou,31.782,119.968,1327000,6
Providence,41.823,-71.417,1277000,6
Columbus,39.982,-82.992,1270000,6
West Palm Beach,26.745,-80.124,1250000,6
Mudangiang,44.577,129.588,1244000,6
Huzhou,30.872,120.098,1231000,6
Vila Velha,3.217,-51.217,1209091,6
Warangal,18.01,79.58,1203853,6
Jining,35.402,116.548,1186000,6
Leshan,29.569,103.731,1157000,6
Birmingham,33.53,-86.825,1128047,6
Nampo,38.769,125.45,1127000,6
Xianyang,34.348,108.713,1126000,6
Cagayan de Oro,8.451,124.685,1121561,6
Can Tho,10.05,105.77,1121000,6
Barquisimeto,10.052,-69.302,1116000,6
Jinhua,29.12,119.65,1092852,6
Zhuzhou,27.832,113.148,1080000,6
Suwon,37.26,127.009,1078000,6
Vereeniging,-26.648,27.958,1074000,6
Xiangyang,32.022,112.128,1069000,6
Ulsan,35.549,129.315,1061000,6
Zhangjiakou,40.805,114.852,1046000,6
Lille,50.652,3.078,1044000,6
Gaziantep,37.077,37.383,1044000,6
Zhuhai,22.279,113.566,1023000,6
Benxi,41.332,123.748,1012000,6
Bucaramanga,7.132,-73.128,1009000,6
Maracay,10.249,-67.598,1007000,6
Rotterdam,51.922,4.478,1005000,6
Homs,34.732,36.718,1005000,6
Cologne,50.932,6.948,1004000,6
Qinhuangdao,39.932,119.618,1003000,6
Yongzhou,26.418,111.609,1000000,6
Cochabamba,-17.41,-66.17,1000000,6
Charlotte,35.207,-80.832,995000,6
Jiaxing,30.772,120.748,988000,6
Joinville,-26.318,-48.842,988000,6
Yichun,27.835,114.398,982000,6
Natal,-6.984,-60.27,980588,6
Qom,34.652,50.948,973000,6
Querétaro,20.578,-100.387,961000,6
Kelang,3.043,101.447,956000,6
Jinzhou,41.122,121.098,956000,6
João Pessoa,-7.099,-34.878,956000,6
Hue,16.47,107.58,950000,6
Bacolod,10.632,122.982,949354,6
Louisville,38.227,-85.751,948000,6
Nantong,31.982,120.925,947000,6
Foshan,23.01,113.114,943000,6
Nice,43.717,7.263,927000,6
Irbil,36.181,44.007,926000,6
Antwerpen,51.222,4.413,920000,6
Bogor,-6.568,106.748,918000,6
Hartford,41.772,-72.682,913000,6
Huaibei,33.952,116.748,913000,6
Xinyu,27.802,114.928,913000,6
Xinxiang,35.302,113.909,903000,6
Yibin,28.772,104.568,902000,6
Bengbu,32.952,117.328,894000,6
Zaria,11.082,7.708,889000,6
Anyang,36.082,114.348,887000,6
Newcastle,54.99,-1.612,882000,6
Callao,-12.07,-77.135,876877,6
Johor Bahru,1.482,103.728,875000,6
Yichang,30.702,111.278,875000,6
Kaifeng,34.794,114.355,872000,6
Albany,42.654,-73.758,870716,6
Dandong,40.146,124.392,870000,6
Aguascalientes,21.881,-102.292,869000,6
Xuanzhou,30.954,118.753,866000,6
Cardiff,51.483,-3.168,861400,6
Jiaozuo,35.201,113.26,857000,6
Zhenjiang,32.176,119.43,854000,6
Anshun,26.252,105.928,849000,6
Zunyi,27.702,106.918,849000,6
Pingdingshan,33.732,113.298,849000,6
Toulouse,43.622,1.448,847000,6
Yuci,37.682,112.728,840000,6
Yancheng,33.338,120.168,839000,6
Cuernavaca,18.921,-99.24,834001,6
Linfen,36.082,111.518,834000,6
Kermanshah,34.382,47.058,828313,6
Agadir,30.44,-9.62,825467,6
Jos,9.93,8.89,816824,6
Xingyi,25.092,104.888,816000,6
Liverpool,53.405,-2.962,811000,6
Wuhu,31.352,118.368,810000,6
Langfang,39.522,116.678,810000,6
Zhaotang,27.322,103.718,809000,6
Lingyuan,41.242,119.399,806000,6
Qui Nhon,13.78,109.18,805290,6
St. Petersburg,27.771,-82.679,800313,6
Baoji,34.38,107.15,800000,6
Pekanbaru,0.567,101.423,799000,6
Yingkow,40.672,122.278,795000,6
Bhiwandi,19.352,73.128,795000,6
Liaoyang,41.282,123.178,794000,6
Malacca,2.206,102.246,788706,6
Zaporizhzhya,47.859,35.175,788000,6
Antalya,36.892,30.698,783000,6
Al Hudaydah,14.8,42.951,780000,6
Shaoxing,30.002,120.568,777000,6
Yichun,47.702,128.898,777000,6
Dayton,39.752,-84.202,773000,6
Hamhung,39.912,127.543,773000,6
Ilorin,8.492,4.548,771000,6
Fuyang,30.055,119.95,771000,6
Fuxin,42.012,121.658,770000,6
Trabzon,40.98,39.72,764714,6
Łódź,51.768,19.458,758000,6
Saltillo,25.422,-101.007,754000,6
Pietermaritzburg,-29.61,30.39,750845,6
Tangier,35.776,-5.806,750060,6
Hsinchu,24.817,120.977,750000,6
Fargona,40.39,71.78,750000,6
Namangan,41.0,71.67,750000,6
Hegang,47.347,130.297,743307,6
Naga,13.619,123.181,741635,6
Nürnberg,49.45,11.08,737304,6
Amravati,20.926,77.782,734451,6
Denpasar,-8.65,115.22,732344,6
Bremen,53.08,8.8,724909,6
Cúcuta,7.92,-72.52,722146,6
Hamilton,43.25,-79.83,721053,6
Tacoma,47.241,-122.447,719868,6
Aksu,41.15,80.25,695000,6
Huangshi,30.22,115.1,688090,6
Aracaju,-10.9,-37.12,685356,6
San Pedro Sula,15.5,-88.03,680091,6
Nellore,14.44,79.99,678004,6
Gorakhpur,26.75,83.38,674246,6
Ipoh,4.6,101.065,673318,6
Chongjin,41.785,129.79,672614,6
Biên Hòa,10.97,106.83,652646,6
Zaragoza,41.65,-0.89,649404,6
Genoa,44.41,8.93,647497,6
Shihezi,44.3,86.03,640000,6
Hofuf,25.349,49.586,637389,6
Yogyakarta,-7.78,110.375,636660,6
Izhevsk,56.85,53.23,631038,6
Korla,41.73,86.15,613000,6
Palu,-0.907,119.833,612445,6
Belagavi,15.865,74.505,608756,6
Pontianak,-0.03,109.32,607311,6
Zahedan,29.5,60.83,598887,6
Chiclayo,-6.763,-79.837,596792,6
Chandrapur,19.97,79.3,595118,6
Rasht,37.3,49.63,594590,6
Vinh,18.7,105.68,593645,6
Kayseri,38.735,35.49,592840,6
Samarinda,-0.5,117.15,592228,6
Sarasota,27.336,-82.531,589959,6
Anqing,30.5,117.05,580497,6
Kerman,30.3,57.08,577514,6
Niigata,37.92,139.04,569797,6
Macau,22.189,113.544,568700,6
Weihai,37.5,122.1,560255,6
Siping,43.17,124.33,555609,6
Kagoshima,31.586,130.561,555352,6
Makhachkala,42.98,47.5,554981,6
Bahawalpur,29.39,71.675,552607,6
Kanazawa,36.56,136.64,551249,6
Jiujiang,29.73,115.98,545616,6
Göteborg,57.709,11.979,537797,6
Matsuyama,33.846,132.766,533541,6
Guntur,16.33,80.45,530577,6
Ṭarābulus,34.438,35.832,530000,6
Harrisburg,40.274,-76.885,528892,6
Kota Kinabalu,5.98,116.11,527671,6
Londrina,-23.3,-51.18,520238,6
Bello,6.33,-75.57,519670,6
Lipetsk,52.62,39.64,515655,6
Eskişehir,39.795,30.53,514869,6
Liaoyuan,42.9,125.13,506548,6
Kota Baharu,6.12,102.23,505583,6
Edinburgh,55.948,-3.219,504966,6
Davangere,14.47,75.92,503564,6
Thái Nguyên,21.6,105.83,500000,6
El Minya,28.09,30.75,500000,6
Tula,54.2,37.63,489486,6
Mariupol,47.096,37.556,481626,6
Homyel,52.43,31.0,480951,6
Dhule,20.9,74.77,479073,6
Nazret,8.55,39.27,476892,6
Kuqa,41.728,82.936,470600,6
Juiz de Fora,-21.77,-43.375,470193,6
Toledo,41.64,-83.553,469924,6
Udaipur,24.6,73.73,469737,6
Qazvin,36.27,50.0,464551,6
Panzhihua,26.55,101.73,461513,6
Durango,24.031,-104.67,457140,6
Jambi,-1.59,103.61,457090,6
Sfax,34.75,10.72,453050,6
Manado,1.48,124.85,451893,6
Qitaihe,45.768,131.009,450617,6
Şanlıurfa,37.17,38.795,449549,6
